semeval2007.d000.s000.t002 report%2:32:04::
senseval3.d001.s019.t002 peculiar%5:00:00:characteristic:00
senseval3.d001.s019.t003 pattern%1:04:00::
senseval3.d001.s019.t006 election%1:04:00::
senseval3.d001.s019.t007 president%1:04:04::
senseval3.d001.s019.t010 occupy%2:42:01::
senseval3.d001.s019.t013 problem%1:09:00::
senseval3.d001.s019.t014 confront%2:32:03::
senseval3.d001.s020.t002 hold%2:31:01::
senseval3.d001.s020.t007 representative%1:18:01::
senseval3.d001.s020.t010 constituent%1:18:00::
senseval3.d001.s020.t015 win%2:40:00::
senseval3.d001.s020.t016 overall%5:00:00:gross:00
senseval3.d001.s020.t017 cost%1:07:01::
senseval3.d001.s020.t021 do%2:36:01::
senseval3.d001.s021.t001 suggest%2:32:02::
senseval3.d001.s021.t004 national%3:00:01::
senseval3.d001.s021.t007 relative%5:00:00:proportionate:00
senseval3.d001.s021.t011 office%1:26:00::
senseval3.d001.s022.t006 immune%5:00:00:exempt:00
senseval3.d001.s023.t000 exception%1:09:01::
senseval3.d001.s023.t002 trend%1:09:00::
senseval3.d001.s023.t004 freshman%1:18:01::
senseval3.d001.s023.t007 office%1:26:00::
senseval3.d001.s023.t009 run%2:33:06::
senseval3.d001.s024.t000 freshman%1:18:01::
senseval3.d001.s024.t002 emphasis%1:07:00::
senseval3.d001.s024.t007 national%3:00:01::
senseval3.d001.s024.t009 make%2:31:13::
senseval3.d001.s025.t002 indicate%2:32:02::
senseval3.d001.s025.t003 have%2:42:12::
senseval3.d001.s025.t005 time%1:28:00::
senseval3.d001.s025.t010 office%1:26:00::
senseval3.d001.s026.t000 potential%5:00:00:prospective:00
senseval3.d001.s026.t003 run%2:33:06::
senseval3.d001.s026.t008 hand%1:09:00::
senseval3.d001.s026.t009 democratic%3:01:00::
senseval3.d001.s027.t001 potential%5:00:00:prospective:00
senseval3.d001.s027.t007 work%2:41:03::
senseval3.d001.s027.t009 hinder%2:41:00::
senseval3.d001.s027.t012 slate%1:10:02::
senseval3.d001.s028.t004 reason%1:10:01::
senseval3.d001.s029.t001 democratic%3:01:00::
senseval3.d001.s029.t003 hold%2:40:04::
senseval3.d001.s029.t005 share%1:04:00::
senseval3.d001.s029.t006 power%1:26:00::
senseval3.d001.s029.t008 translate%2:42:03::
senseval3.d001.s029.t018 keep%2:41:02::
senseval3.d001.s029.t021 office%1:26:00::
senseval3.d001.s030.t001 suggest%2:32:02::
senseval3.d001.s031.t001 benefit%1:07:00::
senseval3.d001.s031.t003 national%3:00:01::
senseval3.d001.s031.t007 chamber%1:14:00::
senseval3.d001.s031.t008 pattern%1:04:00::
senseval3.d001.s031.t014 benefit%1:07:00::
senseval3.d001.s031.t015 democratic%3:01:00::
senseval3.d001.s032.t001 support%1:04:02::
senseval3.d001.s033.t002 corroborate%2:32:00::
senseval3.d001.s033.t005 democratic%3:01:00::
senseval3.d001.s033.t010 benefit%1:07:00::
senseval3.d001.s033.t012 colleague%1:18:01::
senseval3.d001.s034.t000 first%5:00:00:ordinal:00
senseval3.d001.s034.t002 find%2:32:00::
senseval3.d001.s034.t004 turn_back%2:30:00::
senseval3.d001.s035.t002 duty%1:04:02::
senseval3.d001.s035.t005 involve%2:42:02::
senseval3.d001.s035.t007 benefit%1:07:00::
senseval3.d001.s035.t008 indicate%2:32:02::
senseval3.d001.s035.t009 political%3:01:01::
senseval3.d001.s035.t011 lead%2:32:00::
senseval3.d001.s035.t014 narrow%5:00:00:limited:00
senseval3.d001.s035.t015 constituent%1:18:00::
senseval3.d001.s036.t005 have%2:42:00::
senseval3.d001.s036.t015 national%3:00:01::
senseval3.d001.s036.t021 time%1:28:05::
senseval3.d001.s036.t025 benefit%1:07:00::
senseval3.d001.s037.t001 indicate%2:32:02::
senseval3.d001.s037.t002 case%1:26:00::
senseval3.d001.s038.t000 democratic%3:01:00::
senseval3.d001.s038.t003 exceed%2:33:00::
senseval3.d001.s039.t000 show%1:10:03::
senseval3.d001.s039.t008 office%1:14:01::
senseval3.d001.s039.t010 benefit%1:07:00::
senseval3.d001.s039.t011 duty%1:04:02::
senseval3.d001.s039.t013 national%3:00:01::
senseval3.d001.s039.t018 relative%5:00:00:proportionate:00
senseval3.d001.s039.t019 office%1:14:01::
senseval3.d001.s040.t001 change%1:24:00:: change%1:06:01::
senseval3.d001.s040.t005 body%1:14:00::
senseval3.d001.s040.t018 majority%1:23:00::
senseval3.d001.s041.t007 incumbency%1:04:00::
senseval3.d001.s041.t009 regional%5:00:00:territorial:00
senseval3.d001.s041.t012 popular%5:00:00:democratic:00
senseval3.d001.s041.t021 turn_out%2:42:01::
senseval3.d001.s041.t022 positive%5:00:00:plus:00
senseval3.d001.s041.t029 progressive%3:00:02::
senseval3.d001.s041.t031 hit%2:35:05::
senseval3.d001.s042.t000 put%2:32:00::
senseval3.d001.s042.t002 president%1:04:04::
senseval3.d001.s042.t003 look_on%2:31:00::
senseval3.d001.s043.t001 take%2:30:01::
senseval3.d001.s043.t002 same%3:00:00::
senseval3.d001.s043.t003 peculiar%5:00:00:characteristic:00
senseval3.d001.s043.t004 pattern%1:04:00::
senseval3.d001.s043.t007 level%1:26:00::
senseval3.d001.s043.t009 level%1:26:00::
senseval3.d001.s044.t003 line%1:09:00::
senseval3.d001.s045.t001 investigation%1:04:00::
senseval3.d001.s045.t007 difference%1:11:00::
senseval3.d001.s045.t009 major%3:00:02::
senseval3.d001.s045.t011 vote%1:09:00::
senseval3.d001.s045.t012 go%2:42:06::
senseval3.d001.s045.t017 share%1:04:00::
senseval3.d001.s045.t019 house%1:14:02::
senseval3.d001.s045.t020 positive%5:00:00:plus:00
senseval3.d001.s046.t000 sum%1:09:00::
senseval3.d001.s046.t004 level%1:26:00::
senseval3.d001.s046.t007 behavior%1:04:01::
senseval3.d001.s046.t011 have%2:42:00::
senseval3.d002.s000.t007 comfort%1:04:00::
senseval3.d002.s000.t008 solace%1:04:00::
senseval3.d002.s001.t000 find%2:40:00::
senseval3.d002.s001.t001 screen%1:06:05::
senseval3.d002.s002.t001 make%2:38:10::
senseval3.d002.s002.t002 way%1:04:02::
senseval3.d002.s002.t007 link%2:42:01::
senseval3.d002.s003.t002 come%2:38:02::
senseval3.d002.s003.t003 outpost%1:14:00::
senseval3.d002.s004.t001 subscriber%1:18:01::
senseval3.d002.s005.t001 knock_out%2:30:00::
senseval3.d002.s005.t003 come_up%2:35:00::
senseval3.d002.s005.t005 emotional%3:00:00::
senseval3.d002.s005.t007 report%1:10:00::
senseval3.d002.s006.t002 traffic%1:04:02::
senseval3.d002.s007.t000 time%1:28:03::
senseval3.d002.s007.t001 time%1:28:03::
senseval3.d002.s007.t004 subscriber%1:18:01::
senseval3.d002.s007.t006 identify%2:32:00::
senseval3.d002.s011.t000 avenue%1:06:00::
senseval3.d002.s011.t002 floor%1:06:01::
senseval3.d002.s011.t003 old%3:00:01::
senseval3.d002.s011.t005 heart%1:08:00::
senseval3.d002.s011.t006 beat%1:11:00::
senseval3.d002.s011.t007 beat%1:11:00::
senseval3.d002.s012.t002 frame%1:06:00::
senseval3.d002.s015.t000 favorite%5:00:00:loved:00
senseval3.d002.s015.t002 game%1:04:03::
senseval3.d002.s016.t000 feel%2:39:00::
senseval3.d002.s016.t004 table%1:14:01::
senseval3.d002.s016.t005 next%5:00:00:close:01
senseval3.d002.s016.t006 smile%2:32:00::
senseval3.d002.s016.t007 guilty%5:00:00:ashamed:00
senseval3.d002.s016.t009 mouth%2:32:01::
senseval3.d002.s017.t001 take%2:40:06::
senseval3.d002.s017.t003 pass%2:38:03::
senseval3.d002.s018.t001 get%2:30:00::
senseval3.d002.s018.t004 shake%2:38:02::
senseval3.d002.s018.t008 toss%2:38:01::
senseval3.d002.s021.t000 library%1:06:02::
senseval3.d002.s021.t001 hit%2:35:05::
senseval3.d002.s022.t002 wonder%2:32:01::
senseval3.d002.s022.t005 buckle%2:30:00::
senseval3.d002.s022.t006 shower%2:35:00::
senseval3.d002.s023.t001 book%1:06:00::
senseval3.d002.s024.t002 shop%1:06:01::
senseval3.d002.s028.t001 shake%2:38:02::
senseval3.d002.s028.t002 hell%1:04:01::
senseval3.d002.s028.t003 keep%2:42:07::
senseval3.d002.s028.t004 get%2:30:00::
senseval3.d002.s029.t001 explode%2:30:00::
senseval3.d002.s029.t002 burn%2:30:00::
senseval3.d002.s029.t004 thing%1:09:02::
senseval3.d002.s030.t002 alarm%1:10:00:: alarm%1:06:00::
senseval3.d002.s030.t003 go_off%2:30:00::
senseval3.d002.s031.t002 nervous%5:00:00:troubled:00
senseval3.d002.s035.t001 fill%1:27:00::
senseval3.d002.s035.t002 liquefy%2:30:01::
senseval3.d002.s036.t007 floor%1:06:01::
senseval3.d002.s036.t009 level%1:07:01::
senseval3.d002.s040.t003 red_light%1:10:00::
senseval3.d002.s040.t004 corner%1:06:00::
senseval3.d002.s040.t006 hit%2:35:05::
senseval3.d002.s041.t001 watch%2:39:02::
senseval3.d002.s041.t003 wave%2:38:00::
senseval3.d002.s041.t005 way%1:04:01::
senseval3.d002.s041.t006 drive%2:38:00::
senseval3.d002.s044.t000 foot%1:23:00::
senseval3.d002.s045.t000 flop%2:38:00::
senseval3.d002.s045.t001 dramatic%5:00:00:impressive:00
senseval3.d002.s046.t003 concrete%5:00:00:solid:01
senseval3.d002.s047.t001 damn%5:00:02:cursed:00
senseval3.d002.s050.t002 floor%1:06:01::
senseval3.d002.s051.t001 part%1:06:00::
senseval3.d002.s051.t004 crack%2:39:01::
senseval3.d002.s052.t000 think%2:31:03::
senseval3.d002.s053.t001 come%2:38:04::
senseval3.d002.s054.t002 storm%1:26:00::
senseval3.d002.s055.t002 gas%1:27:02::
senseval3.d002.s055.t003 pass%2:38:05::
senseval3.d002.s057.t000 feel%2:39:00::
senseval3.d002.s058.t001 knot%1:25:00::
senseval3.d002.s058.t003 shake%2:29:00::
senseval3.d002.s059.t000 think%2:31:03::
senseval3.d002.s059.t004 shake%2:29:00::
senseval3.d002.s066.t001 corner%1:06:00::
senseval3.d002.s067.t000 book%1:06:00::
senseval3.d002.s068.t001 standing%1:04:00::
senseval3.d002.s068.t002 position%1:07:01::
senseval3.d002.s072.t000 feel%2:39:00::
senseval3.d002.s072.t001 thing%1:11:00::
senseval3.d002.s072.t002 notice%2:39:00::
senseval3.d002.s072.t005 behavior%1:04:01::
senseval3.d002.s076.t000 feel%2:39:00::
senseval3.d002.s077.t000 numb%5:00:00:afraid:00
senseval3.d002.s080.t002 part%1:09:00::
senseval3.d002.s081.t007 old%3:00:01::
senseval3.d002.s082.t000 quiver%1:26:00:: quiver%1:04:00::
senseval3.d002.s082.t005 unpredictable%5:00:00:sporadic:00
senseval3.d002.s082.t010 take%2:40:08::
senseval3.d002.s082.t011 refuge%1:06:00::
senseval3.d002.s083.t000 run_out%2:38:02::
senseval3.d002.s083.t001 distressed%3:00:04::
senseval3.d002.s084.t001 roll%2:38:01::
senseval3.d002.s086.t000 thing%1:11:00::
senseval3.d002.s086.t001 get%2:30:00::
senseval3.d002.s086.t003 door%1:06:01::
senseval3.d002.s086.t008 watch%2:39:02::
senseval3.d002.s086.t014 wave%2:38:00::
senseval3.d002.s086.t015 eerie%5:00:00:strange:00
senseval3.d002.s086.t016 rhythm%1:07:01::
senseval3.d002.s087.t001 do%2:36:02::
senseval3.d002.s087.t002 one%1:09:00::
senseval3.d002.s087.t004 one%1:09:00::
senseval3.d002.s087.t006 memory%1:09:00::
senseval3.d002.s088.t000 look%2:29:00::
senseval3.d002.s088.t002 surreal%5:00:00:unreal:02
senseval3.d002.s088.t005 confusion%1:09:00::
senseval3.d002.s088.t007 continue%2:30:10::
senseval3.d002.s091.t004 do%2:36:01::
senseval3.d002.s091.t008 light%1:06:00::
senseval3.d002.s092.t003 center%1:15:02:: center%1:06:00::
senseval3.d002.s092.t006 hit%2:35:05::
senseval3.d002.s093.t000 say%2:32:01::
senseval3.d002.s093.t002 take%2:38:02::
senseval3.d002.s094.t000 today%1:28:01::
senseval3.d002.s094.t005 life%1:09:00::
senseval3.d002.s097.t000 get%2:38:00::
senseval3.d002.s097.t005 notice%2:39:00::
senseval3.d002.s097.t006 sound%1:09:00::
senseval3.d002.s098.t000 notice%2:39:00::
senseval3.d002.s098.t002 bounce%2:38:02::
senseval3.d002.s100.t002 fly%2:38:02::
senseval3.d002.s100.t007 foot%1:23:00::
senseval3.d002.s100.t015 outside%3:00:04::
senseval3.d002.s100.t016 dance%2:38:02::
senseval3.d002.s101.t007 come%2:38:04::
senseval3.d002.s101.t009 shiver%2:29:00::
senseval3.d002.s101.t010 get%2:38:00::
senseval3.d002.s102.t000 life%1:26:02:: life%1:28:01::
senseval3.d002.s103.t001 picture%1:06:02::
senseval3.d002.s103.t003 cry%2:29:00::
senseval3.d002.s106.t005 drink%2:34:01::
senseval3.d002.s109.t001 meet%2:41:01:: meet%2:38:06::
senseval3.d002.s109.t004 client%1:18:01::
senseval3.d002.s109.t005 couple%1:14:01::
senseval3.d002.s109.t008 shake%2:38:02::
senseval3.d002.s110.t003 support%1:06:01::
senseval3.d002.s111.t000 stop%2:38:01::
senseval3.d002.s111.t002 moment%1:28:01::
senseval3.d002.s111.t003 keep%2:42:07::
senseval3.d002.s111.t004 come%2:38:04::
senseval3.d002.s112.t004 session%1:04:00::
senseval3.d002.s115.t000 escape%2:32:00::
senseval3.d002.s116.t003 get_through%2:32:00::
senseval3.d002.s119.t003 roll%2:38:01::
senseval3.d002.s120.t002 get%2:35:03::
senseval3.d002.s120.t004 tremor%1:11:00::
senseval3.d002.s120.t006 air%1:15:00::
senseval3.d002.s120.t007 bounce%2:35:03::
senseval3.d002.s120.t009 get%2:30:00::
senseval3.d002.s122.t002 crystal%1:06:01::
senseval3.d002.s123.t000 book%1:06:00::
senseval3.d002.s123.t001 tape%1:06:01:: tape%1:06:04::
senseval3.d002.s124.t000 thing%1:06:00::
senseval3.d002.s125.t003 tremor%1:11:00::
senseval3.d002.s125.t004 notice%2:39:00::
senseval3.d002.s125.t007 ground%1:27:00::
senseval3.d002.s128.t003 life%1:26:02::
senseval3.d002.s131.t001 live%2:42:06::
senseval3.d002.s131.t002 wait%2:31:00::
senseval3.d002.s132.t002 take%2:40:06::
senseval3.d002.s136.t000 flesh%1:08:01::
senseval3.d002.s136.t001 go%2:30:04::
senseval3.d002.s136.t003 flight%1:04:01::
senseval3.d002.s136.t004 fight%1:04:02::
senseval3.d002.s137.t001 seem%2:39:01::
senseval3.d002.s140.t000 next%5:00:00:close:01
senseval3.d002.s140.t001 homeless%5:00:00:unfortunate:00
senseval3.d002.s140.t006 sit_up%2:38:01::
senseval3.d002.s140.t012 great%5:00:00:good:01
